"Agriculture Year",District,Crop,Area,"Area Unit",Production,"Production Unit",Productivity,"Productivity Unit"
2018-19,Kollam,"Betel leaves",25,Hectare,947,MT,37666,"Kg/ Hectare"
2018-19,Pathanamthitta,"Betel leaves",36,Hectare,797,MT,22221,"Kg/ Hectare"
2018-19,Alappuzha,"Betel leaves",26,Hectare,1336,MT,51671,"Kg/ Hectare"
2018-19,Kottayam,"Betel leaves",7,Hectare,167,MT,25148,"Kg/ Hectare"
2018-19,Idukki,"Betel leaves",,Hectare,3,MT,44329,"Kg/ Hectare"
2018-19,Ernakulam,"Betel leaves",3,Hectare,128,MT,49650,"Kg/ Hectare"
2018-19,Thrissur,"Betel leaves",3,Hectare,56,MT,16999,"Kg/ Hectare"
2018-19,Palakkad,"Betel leaves",1,Hectare,32,MT,30402,"Kg/ Hectare"
2018-19,Malappuram,"Betel leaves",102,Hectare,3708,MT,36320,"Kg/ Hectare"
2018-19,Kozhikode,"Betel leaves",7,Hectare,2393,MT,398833,"Kg/ Hectare"
2018-19,Wayanad,"Betel leaves",,Hectare,28,MT,32602,"Kg/ Hectare"
2018-19,Kannur,"Betel leaves",5,Hectare,269,MT,49682,"Kg/ Hectare"
2018-19,Kasaragod,"Betel leaves",13,Hectare,823,MT,63161,"Kg/ Hectare"
2018-19,Thiruvananthapuram,Cloves,12,Hectare,1,MT,77,"Kg/ Hectare"
2018-19,Kollam,Cloves,10,Hectare,1,MT,125,"Kg/ Hectare"
2018-19,Pathanamthitta,Cloves,8,Hectare,1,MT,111,"Kg/ Hectare"
2018-19,Alappuzha,Cloves,1,Hectare,1,MT,1000,"Kg/ Hectare"
2018-19,Kottayam,Cloves,80,Hectare,7,MT,85,"Kg/ Hectare"
2018-19,Idukki,Cloves,675,Hectare,42,MT,63,"Kg/ Hectare"
2018-19,Ernakulam,Cloves,4,Hectare,2,MT,400,"Kg/ Hectare"
2018-19,Thrissur,Cloves,4,Hectare,1,MT,167,"Kg/ Hectare"
2018-19,Palakkad,Cloves,7,Hectare,1,MT,200,"Kg/ Hectare"
2018-19,Malappuram,Cloves,4,Hectare,1,MT,200,"Kg/ Hectare"
2018-19,Kozhikode,Cloves,30,Hectare,2,MT,63,"Kg/ Hectare"
2018-19,Wayanad,Cloves,19,Hectare,1,MT,43,"Kg/ Hectare"
2018-19,Kannur,Cloves,17,Hectare,1,MT,91,"Kg/ Hectare"
2018-19,Kasaragod,Cloves,10,Hectare,1,MT,91,"Kg/ Hectare"
2019-20,Thiruvananthapuram,Paddy,1864,Hectare,4540,MT,2510,"Kg/ Hectare"
2019-20,Kollam,Paddy,2203,Hectare,4183,MT,1995,"Kg/ Hectare"
2019-20,Pathanamthitta,Paddy,3504,Hectare,11383,MT,3250,"Kg/ Hectare"
2019-20,Alappuzha,Paddy,40338,Hectare,112592,MT,3158,"Kg/ Hectare"
2019-20,Kottayam,Paddy,18740,Hectare,50051,MT,2840,"Kg/ Hectare"
2019-20,Idukki,Paddy,616,Hectare,1467,MT,2433,"Kg/ Hectare"
2019-20,Ernakulam,Paddy,4646,Hectare,10860,MT,2338,"Kg/ Hectare"
2019-20,Thrissur,Paddy,22746,Hectare,76556,MT,3383,"Kg/ Hectare"
2019-20,Palakkad,Paddy,76961,Hectare,248199,MT,3232,"Kg/ Hectare"
2019-20,Malappuram,Paddy,8803,Hectare,28214,MT,3271,"Kg/ Hectare"
2019-20,Kozhikode,Paddy,2404,Hectare,2867,MT,1347,"Kg/ Hectare"
2019-20,Wayanad,Paddy,7326,Hectare,19513,MT,2669,"Kg/ Hectare"
2019-20,Kannur,Paddy,5715,Hectare,11804,MT,2232,"Kg/ Hectare"
2019-20,Kasaragod,Paddy,2314,Hectare,4849,MT,2137,"Kg/ Hectare"
2019-20,Thiruvananthapuram,Pepper,1942,Hectare,604,MT,311,"Kg/ Hectare"
2019-20,Kollam,Pepper,2846,Hectare,849,MT,298,"Kg/ Hectare"
2019-20,Pathanamthitta,Pepper,1617,Hectare,520,MT,322,"Kg/ Hectare"
2019-20,Alappuzha,Pepper,690,Hectare,133,MT,193,"Kg/ Hectare"
2019-20,Kottayam,Pepper,3023,Hectare,1009,MT,334,"Kg/ Hectare"
2019-20,Idukki,Pepper,42822,Hectare,20560,MT,480,"Kg/ Hectare"
2019-20,Ernakulam,Pepper,1895,Hectare,426,MT,225,"Kg/ Hectare"
2019-20,Thrissur,Pepper,1741,Hectare,462,MT,265,"Kg/ Hectare"
2019-20,Palakkad,Pepper,2674,Hectare,1002,MT,375,"Kg/ Hectare"
2019-20,Malappuram,Pepper,2674,Hectare,550,MT,206,"Kg/ Hectare"
2019-20,Kozhikode,Pepper,3432,Hectare,880,MT,256,"Kg/ Hectare"
2019-20,Wayanad,Pepper,10307,Hectare,3694,MT,358,"Kg/ Hectare"
2019-20,Kannur,Pepper,4742,Hectare,2140,MT,451,"Kg/ Hectare"
2019-20,Kasaragod,Pepper,3360,Hectare,1716,MT,511,"Kg/ Hectare"
2019-20,Thiruvananthapuram,Ginger,62,Hectare,178,MT,2871,"Kg/ Hectare"
2019-20,Kollam,Ginger,305,Hectare,797,MT,2613,"Kg/ Hectare"
2019-20,Pathanamthitta,Ginger,271,Hectare,1333,MT,4919,"Kg/ Hectare"
2019-20,Alappuzha,Ginger,75,Hectare,283,MT,3773,"Kg/ Hectare"
2019-20,Kottayam,Ginger,113,Hectare,367,MT,3248,"Kg/ Hectare"
2019-20,Idukki,Ginger,481,Hectare,2710,MT,5634,"Kg/ Hectare"
2019-20,Ernakulam,Ginger,81,Hectare,208,MT,2568,"Kg/ Hectare"
2019-20,Thrissur,Ginger,36,Hectare,93,MT,2583,"Kg/ Hectare"
2019-20,Palakkad,Ginger,160,Hectare,708,MT,4425,"Kg/ Hectare"
2019-20,Malappuram,Ginger,26,Hectare,66,MT,2538,"Kg/ Hectare"
2019-20,Kozhikode,Ginger,37,Hectare,120,MT,3243,"Kg/ Hectare"
2019-20,Wayanad,Ginger,1111,Hectare,4794,MT,4315,"Kg/ Hectare"
2019-20,Kannur,Ginger,43,Hectare,188,MT,4372,"Kg/ Hectare"
2019-20,Kasaragod,Ginger,18,Hectare,72,MT,4000,"Kg/ Hectare"
2019-20,Thiruvananthapuram,Turmeric,61,Hectare,129,MT,2115,"Kg/ Hectare"
2019-20,Kollam,Turmeric,299,Hectare,584,MT,1953,"Kg/ Hectare"
2019-20,Pathanamthitta,Turmeric,110,Hectare,396,MT,3600,"Kg/ Hectare"
2019-20,Alappuzha,Turmeric,47,Hectare,98,MT,2085,"Kg/ Hectare"
2019-20,Kottayam,Turmeric,108,Hectare,290,MT,2685,"Kg/ Hectare"
2019-20,Idukki,Turmeric,191,Hectare,758,MT,3969,"Kg/ Hectare"
2019-20,Ernakulam,Turmeric,189,Hectare,481,MT,2545,"Kg/ Hectare"
2019-20,Thrissur,Turmeric,66,Hectare,149,MT,2258,"Kg/ Hectare"
2019-20,Palakkad,Turmeric,391,Hectare,1225,MT,3133,"Kg/ Hectare"
2019-20,Malappuram,Turmeric,264,Hectare,724,MT,2742,"Kg/ Hectare"
2019-20,Kozhikode,Turmeric,251,Hectare,769,MT,3064,"Kg/ Hectare"
2019-20,Wayanad,Turmeric,108,Hectare,257,MT,2380,"Kg/ Hectare"
2019-20,Kannur,Turmeric,155,Hectare,684,MT,4413,"Kg/ Hectare"
2019-20,Kasaragod,Turmeric,37,Hectare,109,MT,2946,"Kg/ Hectare"
2019-20,Thiruvananthapuram,Cardamom,,Hectare,,MT,,"Kg/ Hectare"
2019-20,Kollam,Cardamom,,Hectare,,MT,,"Kg/ Hectare"
2019-20,Pathanamthitta,Cardamom,1328,Hectare,25,MT,19,"Kg/ Hectare"
2019-20,Alappuzha,Cardamom,,Hectare,,MT,,"Kg/ Hectare"
2019-20,Kottayam,Cardamom,86,Hectare,1,MT,12,"Kg/ Hectare"
2019-20,Idukki,Cardamom,31166,Hectare,9785,MT,314,"Kg/ Hectare"
2019-20,Ernakulam,Cardamom,,Hectare,,MT,,"Kg/ Hectare"
2019-20,Thrissur,Cardamom,,Hectare,,MT,,"Kg/ Hectare"
2019-20,Palakkad,Cardamom,2754,Hectare,65,MT,24,"Kg/ Hectare"
2019-20,Malappuram,Cardamom,65,Hectare,1,MT,15,"Kg/ Hectare"
2019-20,Kozhikode,Cardamom,195,Hectare,1,MT,5,"Kg/ Hectare"
2019-20,Wayanad,Cardamom,4103,Hectare,198,MT,48,"Kg/ Hectare"
2019-20,Kannur,Cardamom,,Hectare,,MT,,"Kg/ Hectare"
2019-20,Kasaragod,Cardamom,,Hectare,,MT,,"Kg/ Hectare"
2019-20,Thiruvananthapuram,Arecanut,859,Hectare,342,MT,398,"Kg/ Hectare"
2019-20,Kollam,Arecanut,1570,Hectare,818,MT,521,"Kg/ Hectare"
2019-20,Pathanamthitta,Arecanut,1032,Hectare,571,MT,553,"Kg/ Hectare"
2019-20,Alappuzha,Arecanut,1586,Hectare,433,MT,273,"Kg/ Hectare"
2019-20,Kottayam,Arecanut,1350,Hectare,641,MT,475,"Kg/ Hectare"
2019-20,Idukki,Arecanut,1696,Hectare,592,MT,349,"Kg/ Hectare"
2019-20,Ernakulam,Arecanut,4033,Hectare,2919,MT,724,"Kg/ Hectare"
2019-20,Thrissur,Arecanut,5479,Hectare,4157,MT,759,"Kg/ Hectare"
2019-20,Palakkad,Arecanut,7619,Hectare,5706,MT,749,"Kg/ Hectare"
2019-20,Malappuram,Arecanut,19018,Hectare,12565,MT,661,"Kg/ Hectare"
2019-20,Kozhikode,Arecanut,9735,Hectare,6170,MT,634,"Kg/ Hectare"
2019-20,Wayanad,Arecanut,12258,Hectare,5328,MT,435,"Kg/ Hectare"
2019-20,Kannur,Arecanut,9612,Hectare,7699,MT,801,"Kg/ Hectare"
2019-20,Kasaragod,Arecanut,21074,Hectare,44814,MT,2127,"Kg/ Hectare"
2019-20,Thiruvananthapuram,Cloves,19,Hectare,1,MT,53,"Kg/ Hectare"
2019-20,Kollam,Cloves,11,Hectare,1,MT,91,"Kg/ Hectare"
2019-20,Pathanamthitta,Cloves,9,Hectare,1,MT,111,"Kg/ Hectare"
2019-20,Alappuzha,Cloves,1,Hectare,1,MT,1000,"Kg/ Hectare"
2019-20,Kottayam,Cloves,79,Hectare,7,MT,89,"Kg/ Hectare"
2019-20,Idukki,Cloves,650,Hectare,41,MT,63,"Kg/ Hectare"
2019-20,Ernakulam,Cloves,6,Hectare,2,MT,333,"Kg/ Hectare"
2019-20,Thrissur,Cloves,4,Hectare,1,MT,250,"Kg/ Hectare"
2019-20,Palakkad,Cloves,3,Hectare,1,MT,333,"Kg/ Hectare"
2019-20,Malappuram,Cloves,2,Hectare,,MT,200,"Kg/ Hectare"
2019-20,Kozhikode,Cloves,30,Hectare,2,MT,67,"Kg/ Hectare"
2019-20,Wayanad,Cloves,16,Hectare,1,MT,63,"Kg/ Hectare"
2019-20,Kannur,Cloves,17,Hectare,2,MT,118,"Kg/ Hectare"
2019-20,Kasaragod,Cloves,7,Hectare,1,MT,143,"Kg/ Hectare"
2019-20,Thiruvananthapuram,Nutmeg,87,Hectare,38,MT,437,"Kg/ Hectare"
2019-20,Kollam,Nutmeg,85,Hectare,37,MT,435,"Kg/ Hectare"
2019-20,Pathanamthitta,Nutmeg,586,Hectare,209,MT,357,"Kg/ Hectare"
2019-20,Alappuzha,Nutmeg,345,Hectare,113,MT,328,"Kg/ Hectare"
2019-20,Kottayam,Nutmeg,2448,Hectare,1444,MT,590,"Kg/ Hectare"
2019-20,Idukki,Nutmeg,4142,Hectare,3558,MT,859,"Kg/ Hectare"
2019-20,Ernakulam,Nutmeg,6637,Hectare,5214,MT,786,"Kg/ Hectare"
2019-20,Thrissur,Nutmeg,6777,Hectare,3448,MT,509,"Kg/ Hectare"
2019-20,Palakkad,Nutmeg,413,Hectare,150,MT,363,"Kg/ Hectare"
2019-20,Malappuram,Nutmeg,479,Hectare,172,MT,359,"Kg/ Hectare"
2019-20,Kozhikode,Nutmeg,782,Hectare,350,MT,448,"Kg/ Hectare"
2019-20,Wayanad,Nutmeg,87,Hectare,31,MT,356,"Kg/ Hectare"
2019-20,Kannur,Nutmeg,302,Hectare,140,MT,464,"Kg/ Hectare"
2019-20,Kasaragod,Nutmeg,159,Hectare,106,MT,667,"Kg/ Hectare"
2019-20,Thiruvananthapuram,Jack,6520,Hectare,26,"Million Nuts",3988,"Nuts/ Hectare"
2019-20,Kollam,Jack,5876,Hectare,19,"Million Nuts",3233,"Nuts/ Hectare"
2019-20,Pathanamthitta,Jack,3238,Hectare,11,"Million Nuts",3397,"Nuts/ Hectare"
2019-20,Alappuzha,Jack,2714,Hectare,6,"Million Nuts",2211,"Nuts/ Hectare"
2019-20,Kottayam,Jack,4042,Hectare,14,"Million Nuts",3464,"Nuts/ Hectare"
2019-20,Idukki,Jack,17028,Hectare,57,"Million Nuts",3347,"Nuts/ Hectare"
2019-20,Ernakulam,Jack,3787,Hectare,15,"Million Nuts",3961,"Nuts/ Hectare"
2019-20,Thrissur,Jack,4980,Hectare,16,"Million Nuts",3213,"Nuts/ Hectare"
2019-20,Palakkad,Jack,6708,Hectare,21,"Million Nuts",3131,"Nuts/ Hectare"
2019-20,Malappuram,Jack,9510,Hectare,24,"Million Nuts",2524,"Nuts/ Hectare"
2019-20,Kozhikode,Jack,9151,Hectare,24,"Million Nuts",2623,"Nuts/ Hectare"
2019-20,Wayanad,Jack,7086,Hectare,15,"Million Nuts",2117,"Nuts/ Hectare"
2019-20,Kannur,Jack,9487,Hectare,26,"Million Nuts",2741,"Nuts/ Hectare"
2019-20,Kasaragod,Jack,3082,Hectare,12,"Million Nuts",3894,"Nuts/ Hectare"
2019-20,Thiruvananthapuram,Mango,4781,Hectare,32755,MT,6851,"Kg/ Hectare"
2019-20,Kollam,Mango,5153,Hectare,46944,MT,9110,"Kg/ Hectare"
2019-20,Pathanamthitta,Mango,2153,Hectare,11424,MT,5306,"Kg/ Hectare"
2019-20,Alappuzha,Mango,4366,Hectare,25366,MT,5810,"Kg/ Hectare"
2019-20,Kottayam,Mango,2979,Hectare,24714,MT,8296,"Kg/ Hectare"
2019-20,Idukki,Mango,5316,Hectare,49635,MT,9337,"Kg/ Hectare"
2019-20,Ernakulam,Mango,4304,Hectare,32116,MT,7462,"Kg/ Hectare"
2019-20,Thrissur,Mango,6961,Hectare,42796,MT,6148,"Kg/ Hectare"
2019-20,Palakkad,Mango,10062,Hectare,55089,MT,5475,"Kg/ Hectare"
2019-20,Malappuram,Mango,7734,Hectare,31810,MT,4113,"Kg/ Hectare"
2019-20,Kozhikode,Mango,8656,Hectare,45236,MT,5226,"Kg/ Hectare"
2019-20,Wayanad,Mango,4586,Hectare,19724,MT,4301,"Kg/ Hectare"
2019-20,Kannur,Mango,8745,Hectare,58259,MT,6662,"Kg/ Hectare"
2019-20,Kasaragod,Mango,2758,Hectare,12199,MT,4423,"Kg/ Hectare"
2019-20,Thiruvananthapuram,Banana,3507,Hectare,32031,MT,9134,"Kg/ Hectare"
2019-20,Kollam,Banana,3465,Hectare,23678,MT,6834,"Kg/ Hectare"
2019-20,Pathanamthitta,Banana,2246,Hectare,18086,MT,8053,"Kg/ Hectare"
2019-20,Alappuzha,Banana,377,Hectare,2344,MT,6209,"Kg/ Hectare"
2019-20,Kottayam,Banana,3316,Hectare,32500,MT,9800,"Kg/ Hectare"
2019-20,Idukki,Banana,3391,Hectare,33622,MT,9917,"Kg/ Hectare"
2019-20,Ernakulam,Banana,5520,Hectare,47861,MT,8671,"Kg/ Hectare"
2019-20,Thrissur,Banana,2196,Hectare,17786,MT,8101,"Kg/ Hectare"
2019-20,Palakkad,Banana,12710,Hectare,114044,MT,8973,"Kg/ Hectare"
2019-20,Malappuram,Banana,5591,Hectare,48924,MT,8750,"Kg/ Hectare"
2019-20,Kozhikode,Banana,1737,Hectare,13652,MT,7862,"Kg/ Hectare"
2019-20,Wayanad,Banana,13734,Hectare,133597,MT,9727,"Kg/ Hectare"
2019-20,Kannur,Banana,2249,Hectare,23239,MT,10331,"Kg/ Hectare"
2019-20,Kasaragod,Banana,639,Hectare,7060,MT,11048,"Kg/ Hectare"
2019-20,Thiruvananthapuram,Plantain,7720,Hectare,73583,MT,9531,"Kg/ Hectare"
2019-20,Kollam,Plantain,5633,Hectare,42546,MT,7553,"Kg/ Hectare"
2019-20,Pathanamthitta,Plantain,2308,Hectare,22143,MT,9594,"Kg/ Hectare"
2019-20,Alappuzha,Plantain,2250,Hectare,15088,MT,6706,"Kg/ Hectare"
2019-20,Kottayam,Plantain,2719,Hectare,21509,MT,7911,"Kg/ Hectare"
2019-20,Idukki,Plantain,3701,Hectare,31538,MT,8521,"Kg/ Hectare"
2019-20,Ernakulam,Plantain,4666,Hectare,37364,MT,8006,"Kg/ Hectare"
2019-20,Thrissur,Plantain,4895,Hectare,34563,MT,7061,"Kg/ Hectare"
2019-20,Palakkad,Plantain,8022,Hectare,58176,MT,7252,"Kg/ Hectare"
2019-20,Malappuram,Plantain,4207,Hectare,25748,MT,6120,"Kg/ Hectare"
2019-20,Kozhikode,Plantain,3496,Hectare,15797,MT,4517,"Kg/ Hectare"
2019-20,Wayanad,Plantain,1219,Hectare,8006,MT,6568,"Kg/ Hectare"
2019-20,Kannur,Plantain,3268,Hectare,11836,MT,3622,"Kg/ Hectare"
2019-20,Kasaragod,Plantain,2095,Hectare,9005,MT,4298,"Kg/ Hectare"
2019-20,Thiruvananthapuram,Pineapple,102,Hectare,749,MT,7343,"Kg/ Hectare"
2019-20,Kollam,Pineapple,79,Hectare,590,MT,7468,"Kg/ Hectare"
2019-20,Pathanamthitta,Pineapple,198,Hectare,932,MT,4707,"Kg/ Hectare"
2019-20,Alappuzha,Pineapple,53,Hectare,258,MT,4868,"Kg/ Hectare"
2019-20,Kottayam,Pineapple,1947,Hectare,16434,MT,8441,"Kg/ Hectare"
2019-20,Idukki,Pineapple,1233,Hectare,10941,MT,8873,"Kg/ Hectare"
2019-20,Ernakulam,Pineapple,5390,Hectare,54633,MT,10136,"Kg/ Hectare"
2019-20,Thrissur,Pineapple,76,Hectare,551,MT,7250,"Kg/ Hectare"
2019-20,Palakkad,Pineapple,123,Hectare,651,MT,5293,"Kg/ Hectare"
2019-20,Malappuram,Pineapple,50,Hectare,259,MT,5180,"Kg/ Hectare"
2019-20,Kozhikode,Pineapple,152,Hectare,798,MT,5250,"Kg/ Hectare"
2019-20,Wayanad,Pineapple,23,Hectare,112,MT,4870,"Kg/ Hectare"
2019-20,Kannur,Pineapple,140,Hectare,782,MT,5586,"Kg/ Hectare"
2019-20,Kasaragod,Pineapple,59,Hectare,343,MT,5814,"Kg/ Hectare"
2019-20,Thiruvananthapuram,Pappaya,1760,Hectare,15300,MT,8693,"Kg/ Hectare"
2019-20,Kollam,Pappaya,1393,Hectare,6801,MT,4882,"Kg/ Hectare"
2019-20,Pathanamthitta,Pappaya,847,Hectare,7436,MT,8779,"Kg/ Hectare"
2019-20,Alappuzha,Pappaya,1125,Hectare,9287,MT,8252,"Kg/ Hectare"
2019-20,Kottayam,Pappaya,1236,Hectare,6056,MT,4900,"Kg/ Hectare"
2019-20,Idukki,Pappaya,895,Hectare,5759,MT,6435,"Kg/ Hectare"
2019-20,Ernakulam,Pappaya,1253,Hectare,8391,MT,6697,"Kg/ Hectare"
2019-20,Thrissur,Pappaya,1309,Hectare,4636,MT,3542,"Kg/ Hectare"
2019-20,Palakkad,Pappaya,1416,Hectare,7452,MT,5263,"Kg/ Hectare"
2019-20,Malappuram,Pappaya,2296,Hectare,10849,MT,4725,"Kg/ Hectare"
2019-20,Kozhikode,Pappaya,1887,Hectare,7499,MT,3974,"Kg/ Hectare"
2019-20,Wayanad,Pappaya,352,Hectare,3024,MT,8591,"Kg/ Hectare"
2019-20,Kannur,Pappaya,1924,Hectare,12494,MT,6494,"Kg/ Hectare"
2019-20,Kasaragod,Pappaya,857,Hectare,5844,MT,6819,"Kg/ Hectare"
2019-20,Thiruvananthapuram,Cashew,814,Hectare,173,MT,213,"Kg/ Hectare"
2019-20,Kollam,Cashew,1795,Hectare,424,MT,236,"Kg/ Hectare"
2019-20,Pathanamthitta,Cashew,391,Hectare,84,MT,214,"Kg/ Hectare"
2019-20,Alappuzha,Cashew,1576,Hectare,207,MT,131,"Kg/ Hectare"
2019-20,Kottayam,Cashew,328,Hectare,57,MT,174,"Kg/ Hectare"
2019-20,Idukki,Cashew,891,Hectare,253,MT,284,"Kg/ Hectare"
2019-20,Ernakulam,Cashew,398,Hectare,119,MT,299,"Kg/ Hectare"
2019-20,Thrissur,Cashew,1166,Hectare,335,MT,287,"Kg/ Hectare"
2019-20,Palakkad,Cashew,1354,Hectare,195,MT,144,"Kg/ Hectare"
2019-20,Malappuram,Cashew,1503,Hectare,229,MT,152,"Kg/ Hectare"
2019-20,Kozhikode,Cashew,1485,Hectare,305,MT,205,"Kg/ Hectare"
2019-20,Wayanad,Cashew,512,Hectare,177,MT,346,"Kg/ Hectare"
2019-20,Kannur,Cashew,20658,Hectare,13341,MT,646,"Kg/ Hectare"
2019-20,Kasaragod,Cashew,7027,Hectare,3545,MT,504,"Kg/ Hectare"
2019-20,Thiruvananthapuram,Tapioca,12504,Hectare,450923,MT,36062,"Kg/ Hectare"
2019-20,Kollam,Tapioca,13183,Hectare,499352,MT,37879,"Kg/ Hectare"
2019-20,Pathanamthitta,Tapioca,4766,Hectare,235265,MT,49363,"Kg/ Hectare"
2019-20,Alappuzha,Tapioca,2212,Hectare,92015,MT,41598,"Kg/ Hectare"
2019-20,Kottayam,Tapioca,6160,Hectare,292209,MT,47437,"Kg/ Hectare"
2019-20,Idukki,Tapioca,5664,Hectare,264562,MT,46709,"Kg/ Hectare"
2019-20,Ernakulam,Tapioca,5313,Hectare,281989,MT,53075,"Kg/ Hectare"
2019-20,Thrissur,Tapioca,957,Hectare,44709,MT,46718,"Kg/ Hectare"
2019-20,Palakkad,Tapioca,2271,Hectare,108326,MT,47700,"Kg/ Hectare"
2019-20,Malappuram,Tapioca,4465,Hectare,150841,MT,33783,"Kg/ Hectare"
2019-20,Kozhikode,Tapioca,1325,Hectare,46645,MT,35204,"Kg/ Hectare"
2019-20,Wayanad,Tapioca,1202,Hectare,50893,MT,42340,"Kg/ Hectare"
2019-20,Kannur,Tapioca,1608,Hectare,61046,MT,37964,"Kg/ Hectare"
2019-20,Kasaragod,Tapioca,440,Hectare,13857,MT,31493,"Kg/ Hectare"
2019-20,Thiruvananthapuram,Coconut,70373,Hectare,424,"Million Nuts",6025,"Nuts/ Hectare"
2019-20,Kollam,Coconut,45348,Hectare,291,"Million Nuts",6417,"Nuts/ Hectare"
2019-20,Pathanamthitta,Coconut,16056,Hectare,76,"Million Nuts",4733,"Nuts/ Hectare"
2019-20,Alappuzha,Coconut,34205,Hectare,200,"Million Nuts",5847,"Nuts/ Hectare"
2019-20,Kottayam,Coconut,25221,Hectare,102,"Million Nuts",4044,"Nuts/ Hectare"
2019-20,Idukki,Coconut,13613,Hectare,56,"Million Nuts",4114,"Nuts/ Hectare"
2019-20,Ernakulam,Coconut,40580,Hectare,159,"Million Nuts",3918,"Nuts/ Hectare"
2019-20,Thrissur,Coconut,77785,Hectare,525,"Million Nuts",6749,"Nuts/ Hectare"
2019-20,Palakkad,Coconut,57428,Hectare,454,"Million Nuts",7906,"Nuts/ Hectare"
2019-20,Malappuram,Coconut,105381,Hectare,778,"Million Nuts",7383,"Nuts/ Hectare"
2019-20,Kozhikode,Coconut,114865,Hectare,741,"Million Nuts",6451,"Nuts/ Hectare"
2019-20,Wayanad,Coconut,9741,Hectare,53,"Million Nuts",5441,"Nuts/ Hectare"
2019-20,Kannur,Coconut,86877,Hectare,412,"Million Nuts",4742,"Nuts/ Hectare"
2019-20,Kasaragod,Coconut,63303,Hectare,543,"Million Nuts",8578,"Nuts/ Hectare"
2019-20,Thiruvananthapuram,"Betel leaves",12,Hectare,443,MT,36917,"Kg/ Hectare"
2019-20,Kollam,"Betel leaves",30,Hectare,1093,MT,36433,"Kg/ Hectare"
2019-20,Pathanamthitta,"Betel leaves",29,Hectare,740,MT,25517,"Kg/ Hectare"
2019-20,Alappuzha,"Betel leaves",25,Hectare,1612,MT,64480,"Kg/ Hectare"
2019-20,Kottayam,"Betel leaves",9,Hectare,207,MT,23000,"Kg/ Hectare"
2019-20,Idukki,"Betel leaves",,Hectare,,MT,,"Kg/ Hectare"
2019-20,Ernakulam,"Betel leaves",2,Hectare,88,MT,44000,"Kg/ Hectare"
2019-20,Thrissur,"Betel leaves",3,Hectare,47,MT,15667,"Kg/ Hectare"
2019-20,Palakkad,"Betel leaves",1,Hectare,17,MT,17000,"Kg/ Hectare"
2019-20,Malappuram,"Betel leaves",123,Hectare,2912,MT,23675,"Kg/ Hectare"
2019-20,Kozhikode,"Betel leaves",5,Hectare,219,MT,43800,"Kg/ Hectare"
2019-20,Wayanad,"Betel leaves",1,Hectare,24,MT,24000,"Kg/ Hectare"
2019-20,Kannur,"Betel leaves",5,Hectare,169,MT,33800,"Kg/ Hectare"
2019-20,Kasaragod,"Betel leaves",14,Hectare,845,MT,60357,"Kg/ Hectare"
2019-20,Thiruvananthapuram,Tea,913,Hectare,50,MT,55,"Kg/ Hectare"
2019-20,Kollam,Tea,574,Hectare,100,MT,174,"Kg/ Hectare"
2019-20,Pathanamthitta,Tea,,Hectare,,MT,,"Kg/ Hectare"
2019-20,Alappuzha,Tea,,Hectare,,MT,,"Kg/ Hectare"
2019-20,Kottayam,Tea,,Hectare,,MT,,"Kg/ Hectare"
2019-20,Idukki,Tea,25508,Hectare,43310,MT,1698,"Kg/ Hectare"
2019-20,Ernakulam,Tea,,Hectare,,MT,,"Kg/ Hectare"
2019-20,Thrissur,Tea,530,Hectare,1770,MT,3340,"Kg/ Hectare"
2019-20,Palakkad,Tea,788,Hectare,2170,MT,2754,"Kg/ Hectare"
2019-20,Malappuram,Tea,,Hectare,,MT,,"Kg/ Hectare"
2019-20,Kozhikode,Tea,,Hectare,,MT,,"Kg/ Hectare"
2019-20,Wayanad,Tea,7558,Hectare,11860,MT,1569,"Kg/ Hectare"
2019-20,Kannur,Tea,,Hectare,,MT,,"Kg/ Hectare"
2019-20,Kasaragod,Tea,,Hectare,,MT,,"Kg/ Hectare"
2019-20,Thiruvananthapuram,Coffee,,Hectare,,MT,,"Kg/ Hectare"
2019-20,Kollam,Coffee,,Hectare,,MT,,"Kg/ Hectare"
2019-20,Pathanamthitta,Coffee,,Hectare,,MT,,"Kg/ Hectare"
2019-20,Alappuzha,Coffee,,Hectare,,MT,,"Kg/ Hectare"
2019-20,Kottayam,Coffee,,Hectare,,MT,,"Kg/ Hectare"
2019-20,Idukki,Coffee,13240,Hectare,8223,MT,621,"Kg/ Hectare"
2019-20,Ernakulam,Coffee,,Hectare,,MT,,"Kg/ Hectare"
2019-20,Thrissur,Coffee,,Hectare,,MT,,"Kg/ Hectare"
2019-20,Palakkad,Coffee,4935,Hectare,2560,MT,519,"Kg/ Hectare"
2019-20,Malappuram,Coffee,,Hectare,,MT,,"Kg/ Hectare"
2019-20,Kozhikode,Coffee,,Hectare,,MT,,"Kg/ Hectare"
2019-20,Wayanad,Coffee,67705,Hectare,54676,MT,808,"Kg/ Hectare"
2019-20,Kannur,Coffee,,Hectare,,MT,,"Kg/ Hectare"
2019-20,Kasaragod,Coffee,,Hectare,,MT,,"Kg/ Hectare"
2019-20,Thiruvananthapuram,Rubber,32330,Hectare,30480,MT,943,"Kg/ Hectare"
2019-20,Kollam,Rubber,37350,Hectare,37300,MT,999,"Kg/ Hectare"
2019-20,Pathanamthitta,Rubber,50890,Hectare,49610,MT,975,"Kg/ Hectare"
